Username,Text
Pnataly,Suddenly my son screaming &amp; crying loudly  poor him maybe he had a bad dream  sleep tide my love.. sweetdream please.. mom ? U'
MarionSings,"is at work, fighting a bad cold "
KreepyKimber,@RoyalBlueStuey Haha wow. Sounds interesting. My company actually has myspace blocked so I can't see your link. 
ambermae97,Up getting ready for work blah my tuesdays suck  hope ur tuesdays are better
vivalaetoile,@mardhiah read it on ohnotheydidnt@livejournal. not sure if it's true. but i'll be very sad if they do. 
Jane_Craddock,Nobody is twittering 
Runetap,now im sad that i apparently did not get an email for 31DBBB day 2   oh wells
milkman10169,its amazing what a bonehead I  am sometimes. I need to start paying attention I think. 
irisaeirin,is  down pa din ang restaurant city http://plurk.com/p/n2wog
jennigrl,@verabradley follow me? I can't DM you so now I can't win 
skerik,@Grayda mine just shows the Apple Logo when the computer boots the install disc. Its been like that for almost 2 hours now 
zee,@BenAtSite5 i haven't created a support ticket because its back up now..but it's zee.me my domain. It's up and down every couple of days 
WalkingHorse,@stephenkruiser So sorry about your dog. 
iangtodd,not more rain 
denverish,@BenjaminMG Link to 'SM Paying Off?' returned 'article not found' 
Kelsi13,@TaskProductions I know  guess it's time to grow up
_micki_,"I have no idea what I should do, its very boring.. "
mokolabs,"@enkrates @ilovemypitbull oh, guys. just reading your tweets is painful. apparently leonard nimoy was there too. "
spproductions,"@ladyjnva nah, I'm going 2 use my work resources next week 4 All of us &amp; if that fails then it will be payola "
theresababy,history test  
melodyg,@Weaktwos I guess that's nobody's business but the Turks!  
brooklyn3383,is twitterless... 
angster1431,I tried to get off work so I could buy bread and milk since it was snowing but my boss wont let me 
Wjack27,"Nice morning for our walk. A breeze out of the N., clear skies. Still not done with the taxes. "
DIYSara,it appears i have been away from the fountain pen network too long... do they delete inactive accts? 
bethgg,Cleaned the 30 panels of living room door glass. Both sides. Fingers smell of vinegar  Bruised my little finger too. Grr.
StellarRose,Tried to take a nap...it didn't happen.  
jennifer_jonas,watching my talk shows.... but cant find Tyra... 
SaraKristen,I have such a headache! 
roryisconfused,@Jennnymay &quot;JennnymayI had a dream that @Wossy replied to me on twitter! doubt it will really happen  about 17 hours ago from web&quot; awwww!
fuel52,"Retweeting @93octane: The musician who inspired me to pick up the bass, Chi Cheng of the deftones, is still in a coma since 11/4/08. "
rwomack18,@heatherd29 aww I'm sorry 
sharkbit,ok on my way to the airport...no I not going anywhere  picking someone up
dearange,@MoodySanguine I hear you! I just ran out and don't even have tea 
yurino2438,It is fun to email my Japanese friends! I wish they have a twitter 
UNTEagle812,At work soooooo tired 
findingurstyle,"@SecndCitySoiree you know, I'm tempted to make the switch. first @Dell 's customer service was great, but now i feel    http://bit.ly/AdSB"
cosmeticsaddict,"All I want to do is sleep today. &amp; clean, not to mention all the baby clothes I have to organize. &amp; my own clothes! Oh bother! "
LahoreGuy,#Lahore #Lahore @ EssexEating only been to Lahore.  http://tinyurl.com/dbdjvz http://tinyurl.com/d9jux2
jessicazeta,Sleepy from dinner at the governor's mansion! Have to study for org 2 test 
amberluvsnkotb,@NKCoverGrrl  OMG! that sucks! i'm sorry to hear that! good luck finding another job! 
jathompson,I think my upcoming trip might be my last trip to disney this year..the hubby wants to cancel our august magic kingdom view to save money 
HailzBellz,"@LadyLeamy But where you live consists of a project from hell.. scary.. Probably both days.. dunno, I have to plan by hours not days "
aparna_a,I hope i reach home before ajeesh sings is super singer. Missed y'day's episode. Heard he sang really well! 
Benn_purcell,"Oh,  It is starting to get gray out there.    Boo!!!"
ljmadd,"@chadengle yea, we're actually getting some snow flurries on south ridge right now. "
t0mil33,@tomalderman Sorry I have forgotten to pack your lunch this week... I am just not myself.  
Nalasmom,"Someone has quit following me. Well, I never said I was interesting! "
jjcox315,@ bc Its not even funny 
missvirtue,I feel really ill all of a sudden! 
AmblyopiaKids,@laurabosak OH NO! That is bad  Poor kiddo and OUCH with the blood draw. my kids still traumatized from bloodwork a month ago
nicole_honey,off to the dentists now 
Stapler21,I can't find anyone that I know on Twitter 
MrRyanPerkins,"Feeling a little better, but sound a whole lot worse.     I wonder what this is?  Is there a doctor in the audience?!"
sodmgirl,I no. Its lyk freezing in stl! Iz lyk snowin n shit!  &lt;JNB&gt;
tierrafilhiol,@shantiadonte No  baby got sick right before from his cousin's birthday party  I heard it was FIYA though...
fakelindsay,i watched man vs food for like 4 hours the other day 
flinginflamez,Sister Mary Alan  of St. Anthony HS passed away  rest in peace
mikahere,"OMG I MISS MEG SO MUCH  AND TWINKLE TOO. DARN IT, COME HOME FROM CHINA NOWWW. "
adriaxstar,@mea_86 I'm sick face too 
BlackJackBaby,@ollycromack As Sam Beckett would say... &quot;Oh Boy!!!&quot; 
chrissyboner,Car broke down 
rrps,It's raining in Barcelona. Why (oh why!!!!!!) is it raining in Barcelona? 
trobinson82,@mrsgoodall no jaunt.  I had to be @ work early and I couldn't imagine getting up any earlier
tomenugen,@phillyphil1 i will be in vegas 
Belender,is not feeling well... 
KatyDidsCards,Sometimes PayPal gives me a headache. 
willandkadysmom,@JooceGossip Wow.... I wouldn't want to be w/ a man that would hit me in any way! I hope she doesn't go back to him! 
rachyw,I've nearly finished my placement   htis signals the end of my student life   i dont have an excuse to be such a lazy drunken bum 
schwars1,Dear Pandora - my Blackberry Storm wants you but can't have you...yet? 
imnataliemarie,@andrummm well its not really a spring break. Its just a 4 day weekend. 
libberykathro,@jkblacker excuse me 
amolgupta,only 610 applications for GSOC from India and 202 from China!!  
MellyDiva,I have the sleep eyes   I think I need to go back to sleep lol..laterz twitters
georgewood,Bought Peggle today and it's already burned into my plasma 
yayel,@capbyrne it's always the same!! 
armandlt,"Drinking coffee, listening to dump trucks dropping top soil onto the oceanfront lawn. Ain't nuthin' like diesel fumes in the morning. "
alexagirl,5 months since the Metro Station &amp; Cash Cash concert 
thejanice,"dear @twitter, what's with all of the &quot;over capacity&quot; message? and why doesn't my &quot;update&quot; button work fro the web? "
vickyCUSHTY,is not impressed she accidently left her ipod on all day n its now dead 
BAYBiEGRRL,Missin steve wishin he didnt go back over seas 
natasiamukash,@cbcskaw when are you leaving? No money yet 
MimiMohamed,@missmagz  ooooh I'm gonna add you to my link list and read from now on. I really think you should do the poetry month challenge tho sis! 
kkoch3583,"Back to work after 9 glorious days in FL/Bahamas. Wish i was still there in the 80+* weather, rather than in the 35* weather here. "
Cindie_Stewart,I hate working in a cold warehouse 
KaraKatastrophe,I just started crying out of nowhere   i hate being here more then anything
coachnicol,"Yeah so physio was crap, still about a month away from any form of real physical activity. Couldnt even sit and straignthen my leg "
michaelahills,Almost finished my 600 word essay but I don't feel too confident about it 
OMGMarvel,I'm going crazy at work. I want a new job.. 
maritxp,So i finished fixing my coffee just the way i like it and reach for the ringing phone when i knock it over and the whole thing spills!  
GoonrGrrl,Damn.  It just hit me - this is the first year Avery's not around to eat carrot cake.  
AlCarlton,"The house I was looking at buying has dropped in price by �100K, so tempted but not the best of timing, it has an indoor pool tho "
ycandybrooklyn,um.  i think i bombed that quiz. 
anthonyscorrea,chase ATM 
MeliMeli,had a great time on my birthday but my phone went overboard... so thats one bummer.. and my sunglasses.. 
lgrays57,getting ready to take matt to the airport. 
AlanLB,"@tgadget Thanks for your tweet, but I am   Hopefully they are aware of the problem? Hopefully they will &quot;fix&quot; it sooner rather than later."
zebajoe,I never made &lt;a href=&quot;http://www.apple.com/downloads/dashboard/music/redalarmclock.html&quot;&gt;Red Alarm Clock&lt;/a&gt; work 
xPhaedra77x,Hopes Pappaw Frank's heart surgery helps him today!  Keep thinking good thoughts.
thebl4ckd0g,Working. Wondering why I'm feeling completely drained today. 
iamtim,has a very light cold; is hoping it will go away soon but is worried it will instead become a very heavy cold. 
leasym,I gotta check out that new eminem song everyone is talking about.He's getting some bad reviews by Twitterville that i hope isnt true 
BenZee,"@ericahoff  I'm sorry to hear that Erica... but I know you'll be back in a minute, you always have 1000 things going on"
kokoling,How do I carry boxes home on a bike? I can't. Have to make two trips 
MonkeywithaPC,Is it the weekend yet??? No??? Bugger!  Hope it gets here soon lol
VirgRose,@earthtoryann: lolz ryann. im skipping all day. i wont be in bilology 
Mischee,"ARGH every time I wash a certain pair of my jeans, they become so tight I can't get them off  HELP!"
Cicatrize,@SheKungFu It wasn't mine!  Don't give them to me. 
MurraySquawk,"#cloudforce #visualforce more slides slating MS and BEA and IBM... Maybe cloudforce feels a little threatened, "
HeroicBen,can't find any friends on here 
phoebebennett,is so very sick and just wants to be in my bed at home 
ohheccentricism,Of course now that I'm at school I feel shitty again. Such is my life. 
randomblonde,Must have dozed off. Still feel really cruddy though  Thought I might be miraculously better when I woke up. I was wrong. Boooo!! 
Carolaaijn,"Is depressed, RW is sold out  Help me out here! I'm despered"
KunleIRAK,"Your bike messenger look is so hot right meow: Except that you're on the train without a bike cause it's raining today. Aww, so sad "
monkee_wenders,"half an hour to go and I'm off to meet Eefje at the Bora Bora, a restaurant at the beach but without the sun  aargh"
EmmaTheNerd,its not like spring out there is snow 
ZoltanKontes,Just woke up and ready to work on some crazy .................... school project  No music for me today
allisonbartlett,"Wish I could welcome the #Spartans back to EL, but I am stuck in class  #msu"
ttkwalker,Heartbreaking for kalani getting 4 shots right now 
MancUK,@Splont unless you're at the epicenter 
arnold116,To bad yvonne won't be there tonight  she's having a ladies night so that's pretty cool but I still miss her 
stuckinoz87,@jrontal NOOOOO!!!!!!  that depresses me......
omgitsmeg,I have class in 30 and I don't know whY to wear!!!! I have like no cute clothes!!!  
damianlongoria,Back home - wish I was still in Cabo  http://twitpic.com/2yj1i
rikimae,I'm not going to TCR when I go to NYC cuz my dialysis days changed and Mark can't switch the tickets back 
Mrdonaghy,I'm heading to Cornwall. 
ashley_roxanne,waiting for the bus. work till 9 
bhartung,Thinking of all the people in Italy and their families 
HollyyTee,Stuck at Secaucus Junction for another hour and a half until our train comes. 
clarabellafaire,the good news: the doctor agrees; i NEED surgery!!  the bad news: i have to wait til the last wednesday in may  UGH!
lisbyrne,So happy no extra tax on booze  ole smokes 25cent though 
nihildark,@creeksta I'm sorry for your loss.   Are you okay?
ZacharyBGB,@stellarkaitlin i actually dont know  i'll call around and let you know in a sec.
charlinejonas,they ignoring me 
nattyred,Headache + Anthropology + work in 2.5 hours = need to be pampered 
